"id","original_url","normalized_url","source_domain","source_list_file","source_list_row","scraped_status","http_error_if_known","error_message_if_known","source_scraped_file","current_knowledge_file","source_file_type","detected_category","source_of_truth_level","trust_label","content_quality","needs_future_rescrape","rescrape_reason","imported_at","last_scraped_at","duplicate_group_id","notes"
"url_003642","https://hackaday.com/2021/01/211/some-post-211","https://hackaday.com/2021/01/211/some-post-211","hackaday.com","urls.txt","urls.txt:1151","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003643","https://hackaday.com/2021/01/212/some-post-212","https://hackaday.com/2021/01/212/some-post-212","hackaday.com","urls.txt","urls.txt:1152","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003644","https://hackaday.com/2021/01/213/some-post-213","https://hackaday.com/2021/01/213/some-post-213","hackaday.com","urls.txt","urls.txt:1153","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003645","https://hackaday.com/2021/01/214/some-post-214","https://hackaday.com/2021/01/214/some-post-214","hackaday.com","urls.txt","urls.txt:1154","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003646","https://hackaday.com/2021/01/215/some-post-215","https://hackaday.com/2021/01/215/some-post-215","hackaday.com","urls.txt","urls.txt:1155","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003647","https://hackaday.com/2021/01/216/some-post-216","https://hackaday.com/2021/01/216/some-post-216","hackaday.com","urls.txt","urls.txt:1156","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003648","https://hackaday.com/2021/01/217/some-post-217","https://hackaday.com/2021/01/217/some-post-217","hackaday.com","urls.txt","urls.txt:1157","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003649","https://hackaday.com/2021/01/218/some-post-218","https://hackaday.com/2021/01/218/some-post-218","hackaday.com","urls.txt","urls.txt:1158","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003650","https://hackaday.com/2021/01/219/some-post-219","https://hackaday.com/2021/01/219/some-post-219","hackaday.com","urls.txt","urls.txt:1159","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003651","https://hackaday.com/2021/01/22/some-post-22","https://hackaday.com/2021/01/22/some-post-22","hackaday.com","urls.txt","urls.txt:1160","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003652","https://hackaday.com/2021/01/220/some-post-220","https://hackaday.com/2021/01/220/some-post-220","hackaday.com","urls.txt","urls.txt:1161","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003653","https://hackaday.com/2021/01/221/some-post-221","https://hackaday.com/2021/01/221/some-post-221","hackaday.com","urls.txt","urls.txt:1162","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003654","https://hackaday.com/2021/01/222/some-post-222","https://hackaday.com/2021/01/222/some-post-222","hackaday.com","urls.txt","urls.txt:1163","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003655","https://hackaday.com/2021/01/223/some-post-223","https://hackaday.com/2021/01/223/some-post-223","hackaday.com","urls.txt","urls.txt:1164","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003656","https://hackaday.com/2021/01/224/some-post-224","https://hackaday.com/2021/01/224/some-post-224","hackaday.com","urls.txt","urls.txt:1165","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003657","https://hackaday.com/2021/01/225/some-post-225","https://hackaday.com/2021/01/225/some-post-225","hackaday.com","urls.txt","urls.txt:1166","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003658","https://hackaday.com/2021/01/226/some-post-226","https://hackaday.com/2021/01/226/some-post-226","hackaday.com","urls.txt","urls.txt:1167","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003659","https://hackaday.com/2021/01/227/some-post-227","https://hackaday.com/2021/01/227/some-post-227","hackaday.com","urls.txt","urls.txt:1168","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003660","https://hackaday.com/2021/01/228/some-post-228","https://hackaday.com/2021/01/228/some-post-228","hackaday.com","urls.txt","urls.txt:1169","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003661","https://hackaday.com/2021/01/229/some-post-229","https://hackaday.com/2021/01/229/some-post-229","hackaday.com","urls.txt","urls.txt:1170","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003662","https://hackaday.com/2021/01/23/some-post-23","https://hackaday.com/2021/01/23/some-post-23","hackaday.com","urls.txt","urls.txt:1171","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003663","https://hackaday.com/2021/01/230/some-post-230","https://hackaday.com/2021/01/230/some-post-230","hackaday.com","urls.txt","urls.txt:1172","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003664","https://hackaday.com/2021/01/231/some-post-231","https://hackaday.com/2021/01/231/some-post-231","hackaday.com","urls.txt","urls.txt:1173","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003665","https://hackaday.com/2021/01/232/some-post-232","https://hackaday.com/2021/01/232/some-post-232","hackaday.com","urls.txt","urls.txt:1174","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003666","https://hackaday.com/2021/01/233/some-post-233","https://hackaday.com/2021/01/233/some-post-233","hackaday.com","urls.txt","urls.txt:1175","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003667","https://hackaday.com/2021/01/234/some-post-234","https://hackaday.com/2021/01/234/some-post-234","hackaday.com","urls.txt","urls.txt:1176","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003668","https://hackaday.com/2021/01/235/some-post-235","https://hackaday.com/2021/01/235/some-post-235","hackaday.com","urls.txt","urls.txt:1177","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003669","https://hackaday.com/2021/01/236/some-post-236","https://hackaday.com/2021/01/236/some-post-236","hackaday.com","urls.txt","urls.txt:1178","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003670","https://hackaday.com/2021/01/237/some-post-237","https://hackaday.com/2021/01/237/some-post-237","hackaday.com","urls.txt","urls.txt:1179","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003671","https://hackaday.com/2021/01/238/some-post-238","https://hackaday.com/2021/01/238/some-post-238","hackaday.com","urls.txt","urls.txt:1180","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003672","https://hackaday.com/2021/01/239/some-post-239","https://hackaday.com/2021/01/239/some-post-239","hackaday.com","urls.txt","urls.txt:1181","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003673","https://hackaday.com/2021/01/24/some-post-24","https://hackaday.com/2021/01/24/some-post-24","hackaday.com","urls.txt","urls.txt:1182","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003674","https://hackaday.com/2021/01/240/some-post-240","https://hackaday.com/2021/01/240/some-post-240","hackaday.com","urls.txt","urls.txt:1183","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003675","https://hackaday.com/2021/01/241/some-post-241","https://hackaday.com/2021/01/241/some-post-241","hackaday.com","urls.txt","urls.txt:1184","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003676","https://hackaday.com/2021/01/242/some-post-242","https://hackaday.com/2021/01/242/some-post-242","hackaday.com","urls.txt","urls.txt:1185","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003677","https://hackaday.com/2021/01/243/some-post-243","https://hackaday.com/2021/01/243/some-post-243","hackaday.com","urls.txt","urls.txt:1186","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003678","https://hackaday.com/2021/01/244/some-post-244","https://hackaday.com/2021/01/244/some-post-244","hackaday.com","urls.txt","urls.txt:1187","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003679","https://hackaday.com/2021/01/245/some-post-245","https://hackaday.com/2021/01/245/some-post-245","hackaday.com","urls.txt","urls.txt:1188","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003680","https://hackaday.com/2021/01/246/some-post-246","https://hackaday.com/2021/01/246/some-post-246","hackaday.com","urls.txt","urls.txt:1189","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003681","https://hackaday.com/2021/01/247/some-post-247","https://hackaday.com/2021/01/247/some-post-247","hackaday.com","urls.txt","urls.txt:1190","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003682","https://hackaday.com/2021/01/248/some-post-248","https://hackaday.com/2021/01/248/some-post-248","hackaday.com","urls.txt","urls.txt:1191","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003683","https://hackaday.com/2021/01/249/some-post-249","https://hackaday.com/2021/01/249/some-post-249","hackaday.com","urls.txt","urls.txt:1192","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003684","https://hackaday.com/2021/01/25/some-post-25","https://hackaday.com/2021/01/25/some-post-25","hackaday.com","urls.txt","urls.txt:1193","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003685","https://hackaday.com/2021/01/250/some-post-250","https://hackaday.com/2021/01/250/some-post-250","hackaday.com","urls.txt","urls.txt:1194","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003686","https://hackaday.com/2021/01/251/some-post-251","https://hackaday.com/2021/01/251/some-post-251","hackaday.com","urls.txt","urls.txt:1195","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003687","https://hackaday.com/2021/01/252/some-post-252","https://hackaday.com/2021/01/252/some-post-252","hackaday.com","urls.txt","urls.txt:1196","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003688","https://hackaday.com/2021/01/253/some-post-253","https://hackaday.com/2021/01/253/some-post-253","hackaday.com","urls.txt","urls.txt:1197","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003689","https://hackaday.com/2021/01/254/some-post-254","https://hackaday.com/2021/01/254/some-post-254","hackaday.com","urls.txt","urls.txt:1198","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003690","https://hackaday.com/2021/01/255/some-post-255","https://hackaday.com/2021/01/255/some-post-255","hackaday.com","urls.txt","urls.txt:1199","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003691","https://hackaday.com/2021/01/256/some-post-256","https://hackaday.com/2021/01/256/some-post-256","hackaday.com","urls.txt","urls.txt:1200","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003692","https://hackaday.com/2021/01/257/some-post-257","https://hackaday.com/2021/01/257/some-post-257","hackaday.com","urls.txt","urls.txt:1201","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003693","https://hackaday.com/2021/01/258/some-post-258","https://hackaday.com/2021/01/258/some-post-258","hackaday.com","urls.txt","urls.txt:1202","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003694","https://hackaday.com/2021/01/259/some-post-259","https://hackaday.com/2021/01/259/some-post-259","hackaday.com","urls.txt","urls.txt:1203","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003695","https://hackaday.com/2021/01/26/some-post-26","https://hackaday.com/2021/01/26/some-post-26","hackaday.com","urls.txt","urls.txt:1204","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003696","https://hackaday.com/2021/01/260/some-post-260","https://hackaday.com/2021/01/260/some-post-260","hackaday.com","urls.txt","urls.txt:1205","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003697","https://hackaday.com/2021/01/261/some-post-261","https://hackaday.com/2021/01/261/some-post-261","hackaday.com","urls.txt","urls.txt:1206","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003698","https://hackaday.com/2021/01/262/some-post-262","https://hackaday.com/2021/01/262/some-post-262","hackaday.com","urls.txt","urls.txt:1207","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003699","https://hackaday.com/2021/01/263/some-post-263","https://hackaday.com/2021/01/263/some-post-263","hackaday.com","urls.txt","urls.txt:1208","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003700","https://hackaday.com/2021/01/264/some-post-264","https://hackaday.com/2021/01/264/some-post-264","hackaday.com","urls.txt","urls.txt:1209","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003701","https://hackaday.com/2021/01/265/some-post-265","https://hackaday.com/2021/01/265/some-post-265","hackaday.com","urls.txt","urls.txt:1210","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003702","https://hackaday.com/2021/01/266/some-post-266","https://hackaday.com/2021/01/266/some-post-266","hackaday.com","urls.txt","urls.txt:1211","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003703","https://hackaday.com/2021/01/267/some-post-267","https://hackaday.com/2021/01/267/some-post-267","hackaday.com","urls.txt","urls.txt:1212","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003704","https://hackaday.com/2021/01/268/some-post-268","https://hackaday.com/2021/01/268/some-post-268","hackaday.com","urls.txt","urls.txt:1213","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003705","https://hackaday.com/2021/01/269/some-post-269","https://hackaday.com/2021/01/269/some-post-269","hackaday.com","urls.txt","urls.txt:1214","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003706","https://hackaday.com/2021/01/27/some-post-27","https://hackaday.com/2021/01/27/some-post-27","hackaday.com","urls.txt","urls.txt:1215","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003707","https://hackaday.com/2021/01/270/some-post-270","https://hackaday.com/2021/01/270/some-post-270","hackaday.com","urls.txt","urls.txt:1216","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003708","https://hackaday.com/2021/01/271/some-post-271","https://hackaday.com/2021/01/271/some-post-271","hackaday.com","urls.txt","urls.txt:1217","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003709","https://hackaday.com/2021/01/272/some-post-272","https://hackaday.com/2021/01/272/some-post-272","hackaday.com","urls.txt","urls.txt:1218","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003710","https://hackaday.com/2021/01/273/some-post-273","https://hackaday.com/2021/01/273/some-post-273","hackaday.com","urls.txt","urls.txt:1219","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003711","https://hackaday.com/2021/01/274/some-post-274","https://hackaday.com/2021/01/274/some-post-274","hackaday.com","urls.txt","urls.txt:1220","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003712","https://hackaday.com/2021/01/275/some-post-275","https://hackaday.com/2021/01/275/some-post-275","hackaday.com","urls.txt","urls.txt:1221","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003713","https://hackaday.com/2021/01/276/some-post-276","https://hackaday.com/2021/01/276/some-post-276","hackaday.com","urls.txt","urls.txt:1222","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003714","https://hackaday.com/2021/01/277/some-post-277","https://hackaday.com/2021/01/277/some-post-277","hackaday.com","urls.txt","urls.txt:1223","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003715","https://hackaday.com/2021/01/278/some-post-278","https://hackaday.com/2021/01/278/some-post-278","hackaday.com","urls.txt","urls.txt:1224","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003716","https://hackaday.com/2021/01/279/some-post-279","https://hackaday.com/2021/01/279/some-post-279","hackaday.com","urls.txt","urls.txt:1225","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003717","https://hackaday.com/2021/01/28/some-post-28","https://hackaday.com/2021/01/28/some-post-28","hackaday.com","urls.txt","urls.txt:1226","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003718","https://hackaday.com/2021/01/280/some-post-280","https://hackaday.com/2021/01/280/some-post-280","hackaday.com","urls.txt","urls.txt:1227","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003719","https://hackaday.com/2021/01/281/some-post-281","https://hackaday.com/2021/01/281/some-post-281","hackaday.com","urls.txt","urls.txt:1228","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003720","https://hackaday.com/2021/01/282/some-post-282","https://hackaday.com/2021/01/282/some-post-282","hackaday.com","urls.txt","urls.txt:1229","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003721","https://hackaday.com/2021/01/283/some-post-283","https://hackaday.com/2021/01/283/some-post-283","hackaday.com","urls.txt","urls.txt:1230","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
"url_003722","https://hackaday.com/2021/01/284/some-post-284","https://hackaday.com/2021/01/284/some-post-284","hackaday.com","urls.txt","urls.txt:1231","failed",,"The request was aborted: The connection was closed unexpectedly.",,,"unknown","90_unsorted_review","6_blog_tutorial","tutorial","unknown","true","connection_closed","2026-05-10T09:01:13","2026-05-10T07:53:54",,
